
germany,,land schleswig-holstein,flensburg
india,,state of andhra pradesh,kondur
philippines,province of ilocos sur,ilocos,san carlos
pakistan,,federally administered tribal areas,afridi
kenya,,kabarak,
india,,state of maharashtra,takli
sri lanka,,southern province,godapitiya
russian federation,,moskovskaya oblast',novogorsk
south africa,city of johannesburg metropolitan municipality,gauteng,bruma
mexico,,estado de chihuahua,temosachi
south africa,xhariep district municipality,province of the orange free state,langlaagte
united states,,washington d.c.,catholic university of america
philippines,,,landang gua
nigeria,,bauchi state,doguwa
romania,,judetul brasov,brasov
australia,toowoomba,state of queensland,ramsay
russian federation,,chechenskaya respublika,kurchali
india,,,sina river
georgia,,,karzman
venezuela,municipio juan german roscio,estado guarico,san juan de los morros
chad,,ouaddai region,borota
pakistan,,balochistan,kashi
bolivia,,departamento de la paz,caracollo
china,,,argun river
angola,,malanje province,cacusso
nigeria,,borno state,dambuwa
afghanistan,,kunar,ganjgal
china,,shaanxi,lingyuan
canada,,ontario,mcmaster university
martinique,martinique,martinique,schoelcher
india,,state of kerala,aranmula
iraq,,muhafazat ninawa,al farisiyah
iran,,ardabil province,ani-ye bala
afghanistan,,parwan,shinah
united kingdom,west sussex,england,bramber castle
indonesia,,jawa barat,citra
turkey,uerguep,nevsehir,
brazil,baianopolis,estado da bahia,folha
canada,,british columbia,kelowna
united states,,washington d.c.,children's national medical center
thailand,,changwat krabi,khlong son
afghanistan,,wardak,talkhak
bangladesh,,rajshahi division,adityapur
nigeria,,ondo state,ijare
serbia,,,ibar
canada,,ontario,tyneside
russian federation,,north ossetia,alagir
sweden,bodens kommun,norrbotten,tallberg
canada,,leeson,
pakistan,,balochistan,bahadur
malaysia,,perak,parit buntar
ireland,uibh fhaili,leinster,rhode
algeria,,wilaya de tipaza,chaiba
slovakia,,kosicky kraj,moldava nad bodvou
panama,,provincia de colon,buenaventura
libya,,sha`biyat al wahat,maradah
afghanistan,,sarwan kala,
lebanon,,mohafazat mont-liban,monteverde
singapore,,,tengah air base
morocco,oued-ed-dahab,oued ed dahab-lagouira,dakhla
south africa,sekhukhune district municipality,limpopo,motseleope
mexico,,estado de oaxaca,santa cruz tepenixtlahuaca
kenya,,nakuru district,elburgon
brazil,venancio aires,estado do rio grande do sul,deodoro
united kingdom,north yorkshire,england,tadcaster
south africa,eden district municipality,province of the western cape,plettenberg bay
brazil,barao de grajau,estado do maranhao,cana
china,,inner mongolia autonomous region,antu
papua new guinea,,west new britain province,gasmata
russian federation,,tatarstan,akhtuba
latvia,,cesu rajons,raceni
belarus,,mogilevskaya oblast',kozlovichi
argentina,,"provincia de tierra del fuego, antartida e islas del atlantico sur",rio grande
new zealand,,arapawa island,
united kingdom,fife,scotland,north queensferry
turkey,,bursa,iznik
democratic republic of congo,,katanga province,zola
guatemala,,departamento de izabal,tampico
syria,,muhafazat hamah,kafr nabudah
china,,henan sheng,zhongdian
mexico,,estado de durango,el registro
france,departement du pas-de-calais,region nord-pas-de-calais,beaumont
india,,state of karnataka,hebbagodi
honduras,,departamento de atlantida,toncontin
india,,state of tamil nadu,nandanam
venezuela,,estado anzoategui,punto fijo
south africa,ethekwini metropolitan municipality,province of kwazulu-natal,densainagar
spain,provincia de cadiz,andalucia,los barrios
nigeria,,,isoko
croatia,,pozesko-slavonska zupanija,pleternica
rwanda,,northern province,ruvune
united kingdom,greater london,england,waterloo
bermuda,,southampton parish,
india,,state of kerala,angamali
lebanon,,mohafazat liban-sud,kfar houne
turkey,,ordu,unieh
turkey,,elazig,poyraz
tanzania,,kigoma region,lugufu
philippines,province of iloilo,western visayas,paranaque
ukraine,,chernihivs'ka oblast',konotop
senegal,,ziguinchor,fanda
russian federation,,kemerovskaya oblast',belorus
nepal,kosi zone,purwanchal,baratang
albania,,qarku i dibres,burgajet
gabon,,province du woleu-ntem,ntoum
nigeria,,benue state,igumale
france,departement des vosges,region lorraine,darney
india,,state of maharashtra,pimpalgaon
south africa,sedibeng district municipality,gauteng,meyerton
nigeria,,lagos state,ikola
netherlands,gemeente amersfoort,provincie utrecht,amersfoort
ethiopia,,oromiya region,mulu
brazil,pedro ii,estado do piaui,centro
china,,yunnan sheng,xiangcheng
philippines,province of marinduque,mimaropa,argao
australia,,state of new south wales,rhodes park
south africa,amathole district municipality,province of eastern cape,fort beaufort
zambia,,eastern province,sitwe
canada,,nova scotia,stormont
kosovo,,prizren,pirane
canada,,nova scotia,riverside
philippines,province of pampanga,central luzon,tibu
rwanda,,kigali province,masaka
russian federation,,vologodskaya oblast',dyagilevo
australia,,state of new south wales,roslyn
nigeria,,bauchi state,beni
lebanon,,mohafazat liban-sud,bkassine
nigeria,ijumu,kogi state,
new zealand,marlborough district,marlborough,queen charlotte sound
singapore,,,singapore city
papua new guinea,,northern province,tetu
mexico,,estado de nayarit,gamboa
india,,state of karnataka,heggadadevankote
south africa,west rand district municipality,gauteng,hekpoort
russian federation,,respublika mordoviya,patra
uganda,kampala district,central region,
canada,,scully,
south africa,city of cape town,province of the western cape,eersterivier
argentina,departamento de pirane,provincia de formosa,pirane
ukraine,,odes'ka oblast',lymanske
mexico,,estado de guanajuato,cuervo
ireland,fingal county,leinster,skerries
serbia,raski okrug,central serbia,vrnjacka banja
indonesia,,nanggroe aceh darussalam province,alue bateung brok
south africa,dr kenneth kaunda district municipality,province of north-west,orkney
australia,griffith,state of new south wales,lake wyangan
new zealand,,auckland,maungatapu
pakistan,,khyber pakhtunkhwa province,ladha
germany,,land hessen,sodel
india,,state of rajasthan,meja
syria,,muhafazat hims,bab al hawa
lebanon,,mohafazat mont-liban,bsalim
united states,,copper mine,
turkey,,istanbul,ikitelli
afghanistan,,faryab province,ghalbala
turkey,,nevsehir,goereme
somalia,,gobolka woqooyi galbeed,kalabaydh
mongolia,,hovd province,khovd
sri lanka,,northern province,iluppaikkadavai
bosnia and herzegovina,,republika srpska,tarevci
mexico,,distrito federal,ciudad universitaria
united kingdom,,british isles,
lebanon,,mohafazat mont-liban,jamhour
indonesia,,jawa barat,haurgeulis
democratic republic of congo,,,simi-simi airport
indonesia,,sumatera utara,sukameriah
the former yugoslav republic of macedonia,,,drenovci
france,departement du gers,region midi-pyrenees,cazeneuve
bulgaria,obshtina svilengrad,oblast khaskovo,kapitan-andreevo
serbia,,,cerovac
timor-leste,,,maliubu
iran,,mazandaran province,mir bazar-e bala
pakistan,,punjab,nain
south korea,,gyeonggi province,seongnam
afghanistan,chah ab,takhar,
egypt,,muhafazat al qahirah,ramsis square
kenya,,kirinyaga district,kangaru
china,,guizhou sheng,daping
netherlands,gemeente terneuzen,provincie zeeland,westdorpe
afghanistan,,ghazni,jilowgir
ethiopia,,oromiya region,dass
angola,,malanje province,loge
united kingdom,oxfordshire,england,abingdon
united states,stafford county,virginia,stafford hospital
slovakia,okres myjava,trenciansky kraj,tura luka
nigeria,,delta state,ekuku-agbor
afghanistan,,farah,sach
poland,powiat ostrzeszowski,wielkopolskie,ostrzeszow
united kingdom,west sussex,england,bognor regis
syria,,muhafazat rif dimashq,wadi khalid
afghanistan,,kunar,asadabad
china,,guangdong sheng,lantang
australia,,state of victoria,point nepean
colombia,,departamento del magdalena,guapi
chile,petorca province,region de valparaiso,cabildo
solomon islands,,,tamboko
nigeria,,bauchi state,alkalere
italy,provincia di rimini,regione emilia-romagna,riccione
south africa,mopani district municipality,limpopo,letaba
serbia,,,karadak
india,,state of madhya pradesh,piparia
iran,,sistan va baluchestan province,sahand
angola,,provincia do uige,mucaba
angola,,cuanza norte province,cambondo
greece,chios,north aegean,limnos
united kingdom,shropshire,england,wollaston
philippines,,bicol,naga
united states,logan county,colorado,south platte river
china,,sichuan sheng,badong
thailand,,changwat pattani,yaring
turkey,,diyarbakir,baglan
turkey,,edirne,ipsala
new zealand,,,rangitata river
colombia,,departamento de antioquia,ciudad bolivar
iran,,hamadan province,ganjeh
united kingdom,greater london,england,rainham
pakistan,,sindh,chachro
india,,state of karnataka,mangoli
nigeria,,bauchi state,jalingo
turkey,,aydin,balta
democratic republic of congo,,province du kasai-oriental,mianga
malaysia,hulu selangor,selangor,
india,,state of madhya pradesh,awada
india,,state of andhra pradesh,peddamudiyam
somalia,,gobolka gedo,baardheere
south africa,ethekwini metropolitan municipality,province of kwazulu-natal,silverton
france,departement de l'orne,region basse-normandie,chateauroux
south africa,chris hani district municipality,province of eastern cape,zadungeni
spain,provincia de navarra,navarra,baranain
morocco,,marrakech-tensift-al haouz,tameslouht
australia,,australian capital territory,melba
ukraine,,donets'ka oblast',yenakiyeve
india,,,chandor
united kingdom,midlothian,scotland,
united kingdom,stockton-on-tees,england,carlton
germany,,land berlin,kreuzberg
india,,state of assam,kunda
syria,,ar raqqah,mazraah
russian federation,,leningradskaya oblast',vsevolozhsk
georgia,,,balta
australia,,state of new south wales,rose hill
turkey,,sirnak province,kocagili
brazil,campanha,estado de minas gerais,taquaral
nigeria,,osun state,modakeke
venezuela,,estado bolivar,el dorado airport
iran,,gilan province,delijan
china,,liaoning sheng,huludao
united states,maricopa county,arizona,san pablo
libya,,,sarir
serbia,,,brezovica
united states,churchill county,nevada,hercules
greece,nomos thessalonikis,central macedonia,evosmos
india,,state of uttar pradesh,pilibhit
india,,state of maharashtra,mahabaleshwar
bosnia and herzegovina,,republika srpska,njivice
czech republic,,moravskoslezsky kraj,krnov
australia,singleton,state of new south wales,singleton
germany,,rheinland-pfalz,speyer
dominican republic,,provincia de monte cristi,castanuelas
india,,,sanguem
united states,king county,washington state,bothell
russian federation,,rostovskaya oblast',vinogradnyy
venezuela,,estado zulia,concha
occupied palestinian territory,,west bank,bayt hanina
south africa,,,kruger
new zealand,dunedin city,otago,middlemarch
ireland,county galway,connaught,gort
iraq,,muhafazat arbil,shorah zarkah
philippines,province of camarines norte,bicol,san enrique
germany,,land berlin,spandau
belgium,province de liege,walloon region,marche
mexico,,estado de zacatecas,el ejido
kenya,,turkana district,monti
mexico,,estado de veracruz-llave,san jeronimo
france,departement de la savoie,region rhone-alpes,val thorens
australia,warringah,state of new south wales,narrabeen
jamaica,,parish of saint elizabeth,santa cruz
iran,,yazd province,samba
serbia,,,ravna gora
india,,state of jammu and kashmir,matayan
pakistan,,balochistan,manra
myanmar,,bago region,thingangyun
india,,state of maharashtra,takalghat
india,,state of tamil nadu,uppiliyapuram
turkey,,batman,besiri
ireland,kildare,leinster,celbridge
russian federation,,perm krai,lys'va
denmark,tonder kommune,region syddanmark,borg
burundi,,bujumbura mairie province,mutimbuzi
turkey,,diyarbakir,hazro
kosovo,,komuna e mitrovices,vrbnica
germany,,land mecklenburg-vorpommern,frankenthal
bolivia,,el beni,las palmas
sri lanka,,northern province,vettilaikkeni
nigeria,,zamfara state,kaboro
burundi,,rutana province,musongati
philippines,province of benguet,cordillera administrative region,abatan
nepal,bheri zone,madhya pashchimanchal,chhahare
sri lanka,,northern province,uriyan
united states,lorain county,ohio,lorain
india,,state of west bengal,uttarpara
sierra leone,,southern province,foya
india,,state of andhra pradesh,manuguru
australia,campaspe,state of victoria,stanhope
india,,state of tamil nadu,muttur
pakistan,,khyber pakhtunkhwa province,kharan
ethiopia,,oromiya region,aladi
afghanistan,,ghazni,waziri
yemen,yarim,,
nigeria,,abia state,egwu
turkey,,isparta,diyadin
sierra leone,,southern province,mopani
pakistan,,khyber pakhtunkhwa province,mansehra
angola,,cunene province,cunene
philippines,,,calinan
tanzania,,coast region,mlandizi
democratic republic of congo,,,kindele
indonesia,,nanggroe aceh darussalam province,peureulak
india,,state of andhra pradesh,gudur
new zealand,waikato district,waikato,pokeno
united kingdom,west lothian,scotland,west calder
south africa,city of cape town,province of the western cape,mouille point
tanzania,,rukwa region,korongwe
rwanda,,western province,kigenge
france,departement des hautes-alpes,region provence-alpes-cote d'azur,pallon
iran,,gilan province,chak
philippines,province of sulu,autonomous region in muslim mindanao,camp andres
argentina,,provincia de buenos aires,ringuelet
democratic republic of congo,,province du nord-kivu,mutwanga
afghanistan,,wardak,chowni
peru,provincia de huaral,lima,perla alta
syria,,muhafazat halab,safa
malawi,nsanje district,southern region,chikwawa
australia,nambucca shire,state of new south wales,bowraville
taiwan,yilan,taiwan,yilan
australia,manjimup,state of western australia,walpole
united states,yuma county,arizona,
france,departement du rhone,region rhone-alpes,blace
nepal,dhawalagiri zone,pashchimanchal,jaljala
australia,southern downs,state of queensland,leyburn
singapore,,,kembangan
thailand,,changwat sakon nakhon,ban khon sawan
nepal,sagarmatha zone,purwanchal,belaha
mali,,kidal region,aguelhok
brazil,sao miguel arcanjo,estado de sao paulo,sao miguel arcanjo
rwanda,,eastern province,gashora
uzbekistan,bagdad,fergana,
japan,,saitama-ken,hirakata
nigeria,,,ngurosoye
south africa,west coast district municipality,province of the western cape,clanwilliam
united states,marin county,california,glenbrook creek
mexico,,estado de sonora,vicam
france,departement des hauts-de-seine,region ile-de-france,neuilly-sur-seine
india,,state of jharkhand,burmu
bangladesh,,,baridhara
japan,,miyazaki-ken,hososhima
uganda,,western region,bugaki
united kingdom,east lothian,scotland,musselburgh
angola,,benguela,monte belo
mongolia,,arhangay aymag,bayantsagaan
united kingdom,city and borough of birmingham,england,northfield
india,,state of uttar pradesh,musafirkhana
mexico,tochimilco,estado de puebla,san antonio alpanocan
israel,,central district,mazkeret batya
colombia,,departamento del atlantico,el valle
brazil,camocim,estado do ceara,camocim
poland,,mazowieckie,radzymin
panama,,provincia de veraguas,carrizo
guatemala,,departamento de chiquimula,muyurco
colombia,,departamento de norte de santander,bata
mauritania,,tagant,moudjeria
australia,rockingham,state of western australia,cooloongup
united states,johnson county,iowa,iowa city
south africa,xhariep district municipality,province of the orange free state,trompsburg
france,departement des alpes-maritimes,region provence-alpes-cote d'azur,gars
philippines,province of samar,eastern visayas,gabay
russian federation,,samarskaya oblast',komsomol'skiy
tanzania,,tabora region,
peru,provincia de condesuyos,arequipa,pucuncho
malawi,,central region,mvera
bangladesh,,,kharki
russian federation,,magadanskaya oblast',yana
india,,state of rajasthan,mangal
south korea,,gyeongsangbuk-do,yongdok
montenegro,,,sipcanik
madagascar,,,amboanjobe
austria,politischer bezirk amstetten,niederoesterreich,ertl
slovenia,,murska sobota,
colombia,,departamento de cordoba,rusia
spain,provincia da coruna,galicia,martin
nigeria,,,shonga
russian federation,,tatarstan,vatan
south africa,nelson mandela bay metropolitan municipality,province of eastern cape,bluewater bay
malaysia,,perlis,kampung wang kelian
ireland,county galway,connaught,kinvarra
afghanistan,musa khel,khowst,
barbados,,saint peter,oxford
poland,,wojewodztwo lodzkie,bratoszewice
south africa,uthungulu district municipality,province of kwazulu-natal,umfolozi
venezuela,municipio lander,estado miranda,ocumare del tuy
spain,provincia de guipuzcoa,euskal autonomia erkidegoa,legorreta
georgia,,kakheti,tsinandali
spain,provincia de alicante,comunitat valenciana,ares
south korea,,seoul-teukbyeolsi,hongjeoe-ri
australia,central highlands,state of tasmania,interlaken
mexico,,estado de tamaulipas,adolfo lopez mateos
romania,municipiul calarasi,judetul calarasi,calarasi
germany,,rheinland-pfalz,remagen
united states,coosa county,alabama,bryant
bangladesh,,dhaka division,bamandi
canada,fraser valley regional district,british columbia,chilliwack
argentina,,provincia de la rioja,guandacol
hungary,,heves megye,vecs
u.s. virgin islands,,saint croix island,christiansted
colombia,,departamento del caqueta,solano
croatia,,istarska zupanija,umag
south africa,city of cape town,province of the western cape,groote schuur hospital
indonesia,,jawa barat,kelapa dua
mexico,,estado de zacatecas,las casas
south africa,,province of kwazulu-natal,nquthu
nigeria,,oyo state,elepe
australia,city of sydney,state of new south wales,rushcutters bay
lebanon,,mohafazat beqaa,libbaya
algeria,,wilaya de tipaza,nador
indonesia,kabupaten aceh timur,nanggroe aceh darussalam province,
kyrgyzstan,,chuey oblasty,tatyr
haiti,,departement de l'artibonite,bel air
united kingdom,cambridgeshire,england,melbourn
antarctica,,long lake,
russian federation,,krasnoyarskiy kray,pleshivaya
new zealand,central otago district,otago,roxburgh hydro
colombia,,departamento de norte de santander,ragonvalia
canada,,nova scotia,bayport
south africa,west rand district municipality,gauteng,westonaria
kenya,,lamu,kiongwe
thailand,,changwat phetchabun,ban pa daeng
south africa,city of johannesburg metropolitan municipality,gauteng,fordsburg
brazil,schroeder,estado de santa catarina,
united states,city of chesapeake,virginia,chesapeake
india,,state of himachal pradesh,guler
united kingdom,greater london,england,highbury
canada,,delage,
germany,,freistaat sachsen,torgau
sweden,,vaesternorrlands laen,taftan
india,,state of karnataka,koratagere
south africa,west rand district municipality,gauteng,muldersdrift
zambia,,lusaka province,kabulonga
georgia,gardabani,kvemo kartli,kojori
india,,state of west bengal,harishchandrapur
iraq,,dihok,karah
united states,laurens county,georgia,
japan,,hokkaido,wakkanai
south africa,umgungundlovu district municipality,province of kwazulu-natal,raisethorpe
australia,,fraser island,
namibia,,caprivi,katima mulilo
india,,state of andhra pradesh,ramanapeta
bangladesh,,khulna division,saraskati
south africa,eden district municipality,province of the western cape,calitzdorp
bangladesh,,rajshahi division,satbaria
kenya,,kilifi district,ganze
mexico,ixtacamaxtitlan,estado de puebla,texocuixpan
bolivia,,departamento de la paz,chonchocoro
indonesia,,sumatera utara,besitang
nigeria,,benue state,kakan
kosovo,,komuna e decanit,dashinoc
russian federation,,respublika kareliya,keda
nepal,sagarmatha zone,purwanchal,arnama
indonesia,,provinsi nusa tenggara barat,jangka
colombia,,departamento de cundinamarca,agua de dios
indonesia,,provinsi jawa tengah,bandungharjo
new zealand,,,pelorus sound
australia,,state of queensland,nelly bay
myanmar,,magway region,taungdwingyi
china,,guangdong sheng,sanjian
slovenia,,cerklje na gorenjskem,spodnji brnik
romania,,,academia
sudan,,northern kordofan,junaynah
mali,,gao region,menaka
angola,,provincia do uige,lucunga
serbia,,,trpeza
south africa,,mpumalanga,burgersfort
tanzania,,kagera region,bukoba
armenia,martuni,geghark'unik'i marz,
mexico,,estado de guanajuato,san francisco del rincon
mexico,,estado de nuevo leon,"china, mexico"
south korea,,gyeongsangnam-do,sanha
russian federation,,irkutskaya oblast',baykal
south africa,city of tshwane metropolitan municipality,gauteng,highveld
congo,,pool,kinkala
burundi,,makamba province,mukungu
brazil,,babado,
malaysia,,pahang,kampung bintang
russian federation,,respublika kareliya,mikhaylovskoye
russian federation,,pskovskaya oblast',pushkinskiye gory
egypt,,suez bay,
haiti,,departement de l'ouest,carrefour feuilles
new zealand,,,westport
democratic republic of congo,,orientale province,dingila
ireland,,,shannon airport
mali,,sikasso region,balena
france,departement des alpes-maritimes,region provence-alpes-cote d'azur,belvedere
philippines,province of pangasinan,ilocos,wawa
turkey,,bingoel,asagikoy
bangladesh,,dhaka division,mora
philippines,,,pusok
argentina,,provincia de buenos aires,temperley
turkey,,gaziantep,cisrin
australia,wyong shire,state of new south wales,halekulani
uganda,kibale district,western region,namugongo
india,,state of punjab,rahon
bangladesh,,rajshahi division,harishankarpur
turkey,,,yuksel
russian federation,,north ossetia,gori
serbia,juzhno backi okrug,autonomna pokrajina vojvodina,srbobran
benin,,plateau department,ketou
peru,provincia de la mar,ayacucho,sacharajay
united kingdom,hertfordshire,england,saint albans
south africa,city of cape town,province of the western cape,brackenfell
nicaragua,,departamento de masaya,el portillo
indonesia,,jawa barat,bojongnangka
algeria,,wilaya de ain defla,hammam righa
australia,lachlan,state of new south wales,mayfair
united kingdom,south lanarkshire,scotland,crawford
new zealand,dunedin city,otago,fairfield
angola,,bengo province,capulo
serbia,,,vinca
united states,catron county,new mexico,
indonesia,,provinsi jawa tengah,bejing
georgia,,,bashk'o
india,,state of meghalaya,gasuapara
bulgaria,obshtina ugurchin,lovech,sopot
brazil,guajara-mirim,estado de rondonia,guajara mirim
united kingdom,monmouthshire,wales,monmouth
belgium,provincie vlaams-brabant,flanders,zaventem
slovakia,,nitriansky kraj,beladice
slovenia,,obcina domzale,depala vas
kosovo,,novo brdo,novo brdo
china,,sichuan sheng,wenbo
thailand,,changwat nakhon ratchasima,sida
russian federation,,moskovskaya oblast',kostomarovo
ukraine,,l'vivs'ka oblast',beloye
russian federation,,tverskaya oblast',bratskoye
mexico,,estado de nuevo leon,sabinas hidalgo
argentina,,provincia de cordoba,isla verde
nigeria,egor local government area,,
australia,geraldton-greenough,state of western australia,drummond cove
serbia,,,lipe
kosovo,,komuna e skenderajt,padaliste
canada,algoma,ontario,
uganda,arua district,northern region,yole
bulgaria,obshtina suedinenie,plovdiv,dragomir
italy,provincia di brescia,regione lombardia,manerbio
south korea,,gangwon-do,chungbu
india,,state of rajasthan,ghotra
colombia,,departamento de bolivar,el viejo
russian federation,,kirovskaya oblast',kazan'
indonesia,,daerah istimewa yogyakarta,ngoro-oro
russian federation,,ryazanskaya oblast',kuz'minka vtoraya
india,hanumangarh,state of rajasthan,
philippines,,,bonanza street
philippines,province of aklan,western visayas,palay
senegal,,dakar,sangalkam
serbia,macvanski okrug,central serbia,ljubovija
india,,state of jharkhand,latehar
lebanon,,mohafazat beqaa,chtaura
georgia,,kakheti,nukriani
bangladesh,,,hazari
russian federation,,dagestan,kalininaul
south africa,zululand district municipality,province of kwazulu-natal,kwazondela
india,mirzapur,state of uttar pradesh,
bahrain,,southern governorate,oil city
south africa,ehlanzeni district,mpumalanga,lydenburg
australia,yass valley,state of new south wales,
india,,state of tamil nadu,perunali
oman,,muhafazat ad dakhiliyah,jalah
united kingdom,wiltshire,england,raf lyneham airport
new zealand,,port of napier,
south africa,,province of the western cape,cape peninsula
finland,mellersta finland,province of western finland,ramsi
malawi,thyolo district,southern region,blair
peru,provincia de cusco,cusco,alejandro velasco astete international airport
bulgaria,obshtina turgovishte,oblast turgovishte,suedinenie
trinidad and tobago,,san juan/laventille,"san juan, trinidad and tobago"
india,vishakhapatnam,state of andhra pradesh,vishakhapatnam
mozambique,funhalouro district,inhambane province,
zambia,,lusaka province,kapiri
ireland,county cork,munster,ballymacmoy
myanmar,,shan state,kyong
south africa,or tambo district municipality,province of eastern cape,killarney
nigeria,,ogun state,ijagun
central african republic,,,bangui
mexico,,estado de tamaulipas,lazaro cardenas
ghana,,greater accra region,new russia
singapore,,,gleneagles hospital
australia,strathbogie,state of victoria,mangalore airport
india,,state of haryana,mandhna
myanmar,,bago region,kokkaing
el salvador,,departamento de chalatenango,san rafael
philippines,province of bataan,central luzon,central
lithuania,,,krokslys
italy,provincia di lecce,puglia,novaglie
india,,state of manipur,gaziphema
sint maarten,,,st. peters
uganda,kabale district,western region,bufundi
malawi,rumphi district,northern region,
united kingdom,,england,north west
russian federation,,respublika mariy-el,norka
latvia,,talsi municipality,talsi
iran,,kordestan province,meyham-e sofla
australia,mitchell,state of victoria,puckapunyal
afghanistan,,paktiya,kashmiri
tanzania,,kigoma region,makere
turkey,,bursa,gemlik
colombia,,departamento del atlantico,ciudad jardin
afghanistan,,herat,karu
bosnia and herzegovina,,,susica
lebanon,,mohafazat aakkar,saidnaya
guinea,labe prefecture,labe region,labe
nigeria,,benue state,ondo
south africa,ekurhuleni metropolitan municipality,gauteng,boksburg north
italy,provincia di salerno,regione campania,salento
turkey,,kahramanmaras,nurhak
gambia,,north bank division,essau
mozambique,,niassa province,guerra
poland,powiat pultuski,mazowieckie,winnica
portugal,ilhavo,distrito de aveiro,barra
russian federation,,respublika ingushetiya,magas
india,,state of karnataka,nagendra block
australia,gold coast,state of queensland,gilberton
new zealand,,bay of plenty,
india,,state of karnataka,gangolli
canada,,ontario,virginia
germany,direktionsbezirk chemnitz,freistaat sachsen,burgstaedt
the former yugoslav republic of macedonia,,,bogomila
montenegro,,,lustica
occupied palestinian territory,,west bank,hermesh
germany,,freistaat thuringen,
israel,,southern district,qiryat mal'akhi
united states,ouachita parish,louisiana,west monroe
albania,,qarku i durresit,hamallaj
india,,state of assam,rangia
russian federation,shalinskiy rayon,chechenskaya respublika,tsentora-yurt
australia,cabonne,state of new south wales,nashdale
slovakia,,banskobystricky kraj,rimavska sobota
nigeria,,kebbi state,komala
iran,,khorasan-e shomali province,buria
philippines,province of cavite,calabarzon,acacia street
netherlands,gemeente groesbeek,provincie gelderland,kamp
kenya,,mombasa district,bamburi
united states,allen county,kansas,mildred lake
kosovo,,komuna e dragashit,brezna
germany,,rheinland-pfalz,spangdahlem
lebanon,,mohafazat aakkar,aadouiye
sudan,,northern darfur,hashab
india,,state of odisha,gudari
nigeria,,kaduna state,kudenda
india,,state of manipur,thanga
jamaica,,parish of saint ann,mount hermon
germany,regierungsbezirk mittelfranken,freistaat bayern,heilbronn
bangladesh,,,khudadila
italy,provincia di udine,regione autonoma friuli venezia giulia,
liberia,,margibi county,marshall territory
iran,,fars province,basij
bangladesh,,dhaka division,mohan
georgia,,,dighomi
czech republic,,,borec
spain,provincia de huelva,andalucia,san miguel
guyana,,upper takutu-upper essequibo region,karasabai village
russian federation,,orlovskaya oblast',belomestnaya
sweden,,vaesterbottens laen,banken
bangladesh,,rajshahi division,nagdemra
brazil,porto alegre,estado do rio grande do sul,
philippines,province of surigao del sur,caraga,alba
russian federation,,penzenskaya oblast',kuznetsk
kosovo,,komuna e mitrovices,svinjar
mexico,,estado de yucatan,quintana roo
india,,state of west bengal,balurghat
united kingdom,devon,england,st. thomas
australia,murray bridge,state of south australia,murray bridge
mexico,,estado de nayarit,santiago ixcuintla
united kingdom,worcestershire,england,worcester
india,allahabad,state of uttar pradesh,
indonesia,,provinsi jawa tengah,kedungjati
montenegro,,herceg novi,herceg-novi
serbia,kolubarski okrug,central serbia,lajkovac
cambodia,,banteay meanchey,phumi thma pok
iran,,kermanshah province,khosravi
peru,lima,lima,puente piedra
philippines,calbayog city,eastern visayas,
bosnia and herzegovina,,republika srpska,sibovska
australia,,state of queensland,doughboy river
italy,provincia di foggia,puglia,manfredonia
sri lanka,,eastern province,kathiraveli
argentina,,provincia de entre rios,las delicias
philippines,province of cagayan,cagayan valley,abulug
cote d'ivoire,,n'zi-comoe,bongouanou
georgia,poti,samegrelo-zemo svanetis mkhare,
nepal,lumbini zone,pashchimanchal,khan
france,departement de saone-et-loire,region bourgogne,taize
kyrgyzstan,,osh oblasty,kyrgyz-chek
greece,nomos thessalonikis,central macedonia,epanomi
japan,,,kumamoto
united states,morris county,kansas,
ghana,,,obuasi
malaysia,,perak,kampung temin
australia,,state of queensland,cape york peninsula
indonesia,,nanggroe aceh darussalam province,peudada
democratic republic of congo,,province du maniema,kasali
philippines,province of bulacan,central luzon,binuangan
portugal,vila do bispo,distrito de faro,sagres
kosovo,,komuna e prishtines,kacikol
united kingdom,fife,scotland,lower largo
turkey,,sivas,tavsanli
serbia,pomoravski okrug,central serbia,despotovac
mexico,,estado de jalisco,talpa de allende
mexico,,estado de guerrero,arroyo moreno
australia,wingecarribee,state of new south wales,mittagong
czech republic,,liberecky kraj,brezova
france,departement du puy-de-dome,region auvergne,mons
albania,,skrapar,
central african republic,,,goula
mexico,,estado de michoacan de ocampo,cuauhtemoc cardenas
pakistan,,khyber pakhtunkhwa province,nariwala kas
russian federation,,ivanovskaya oblast',novi
serbia,,,ralja
germany,lower bavaria,freistaat bayern,deggendorf
netherlands,gemeente voorschoten,provincie zuid-holland,voorschoten
india,,state of assam,soalkuchi
france,departement des pyrenees-atlantiques,region aquitaine,urrugne
jamaica,,parish of saint catherine,york street
india,,state of karnataka,beltangadi
tanzania,,tanga region,baga
philippines,,calabarzon,pansol
malaysia,,kelantan,sungai ebay
cote d'ivoire,,moyen-cavally,toulepleu
united states,hidalgo county,texas,edinburg
kenya,,,imenti central
india,,state of kerala,mavelikara
indonesia,,,sukapura
georgia,,shida kartli,aghaiani
australia,the hills shire,state of new south wales,cattai
india,,state of kerala,chaliyar
iran,,fars province,lamerd
united states,nassau county,florida,yulee
lithuania,,,aleksotas
costa rica,,provincia de limon,limon
india,,state of andhra pradesh,reddipalli
sierra leone,,northern province,rokupr
south africa,pixley ka seme district municipality,province of northern cape,pelindaba
