Latitude,Longitude
34.74056,10.76028
30.894,61.6804
49.58207,5.25986
20.31669998,86.61669922
37.93780136,22.93219948
50.58634,29.17606
46.8,0.53333
40.90406,14.56536
17.06606,-89.15229
33.75692,36.39074
47.49193,8.55371
44.54624,16.61324
40.80677,-73.70346
45.73260117,-93.91960144
35.3,43.91667
35.6834,52.02891
51.55685,0.21664
41.12209,22.51102
50.39216,4.44388
30.45906,31.17858
22.10944,120.87444
33.78333,130.98333
36.08333,66.83333
27.20245,60.68476
10.36670017,106.7669983
43.08427,40.8185
-2.5315,112.9496
26.23789978,-80.12480164
30.50697,51.90065
36.86709,42.98845
50.85045,4.34878
9.76667,80.03333
32.02379,34.75185
-34.77265,138.6633
30.51618,55.97254
29.24167,52.22
-25.51626,-48.52537
11.03333,27.73333
34.44689941,35.86780167
20.06537,-99.31976
27.17375,87.0361
34.50355,109.50891
33.39640045,43.68330002
48.42305,18.64037
54.7551,83.0967
53.83538,20.34557
27.99016,51.73236
35.89823,68.30411
48.8763,2.3183
34.56669998,74.75
39.46354,22.74198
-25.46889,32.04889
28.6809,54.33
37.91668,-97.42254
14.7166996,-92.03330231
37.93330002,-2.166670084
35.20999908,-5.559999943
48.9,2.45
10.23330021,-13.88329983
32.48563,35.23011
37.07887,40.64408
43.00658,46.22235
7.75,80.75
40.24317,72.06909
32.26667,3.63333
26.23194,76.78944
15.4,-88.05
42.63547,41.66709
-2.9209,29.6068
-2.2369,121.6894
37.68417,140.56646
34.02784,71.61071
18.01358,-66.87323
39.75,118.73333
19.67029,-99.17865
53.7093,27.3155
12.11670017,-61.66669846
38.86056,65.78905
23.615,-97.96056
40.66992,43.86915
27.06989,85.00324
35.8668,47.60506
36.17685,36.5082
41.28333,25.4
34.60869,-98.39033
35.18930054,46.46680069
44.84306,20.40111
32.76825,50.62873
37.11029816,25.37280083
30.89731,72.41517
19.25,-69.33329773
20.695,-97.59639
24.09926,115.79095
44.86064,-66.98415
58.12387,30.32377
-17.30192,31.33056
-26.26670074,27.86669922
-17.82028,35.34417
34.72649,36.71325
35.57845,-5.36837
0.54917,123.02139
48.27955,46.17217
6.9174,79.8896
45.30164,-62.05224
41.5,75.0
43.92333,17.62556
-33.73333,151.0
-1.35766,29.36906
31.28774,49.64532
6.03333,102.28333
54.21667,59.48333
48.11198,-1.67429
42.8933,-103.50048
41.47833,19.71778
51.75,-1.25
15.48879,78.48648
38.08143,42.66821
11.07403,-70.02939
34.42156,134.05661
45.96667,27.36667
13.63329983,-88.26670074
41.16973,-92.80075
34.78098,36.22845
36.70475,53.22787
-7.95618,38.97164
25.98731,-80.23227
29.64549,-90.68731
35.16681,-80.75146
40.86566,-73.9268
5.81667,-1.6
51.9725,4.94861
50.38333,7.93333
39.59005,-89.49121
38.19118,41.47775
39.61052,-8.71284
34.8667,73.05183
50.37243,2.81034
-24.88073,113.6594
8.45091,98.52985
8.7195,14.9323
36.6565,70.8519
49.20397,11.84841
32.1081,34.79576
41.77435,20.93243
47.07277,24.0614
37.52944,44.35639
-3.56182,36.97895
31.12579918,75.47329712
7.8805,81.5262
13.0,-83.75
44.58883,33.5224
44.64944,15.38333
43.11809921,-76.24330139
43.80951,-72.15592
-7.12819,113.58369
9.35,42.8
17.21541,-100.11771
37.59855,-122.38719
48.96463,1.9012
39.48333,40.43333
7.0,-73.25
50.2,51.16667
40.8351,-73.13122
37.78343,36.81081
6.9238,79.8472
52.73878,33.54413
11.81667,-3.01667
40.09594,-75.12517
2.77457,32.29899
5.96333,44.43694
33.5559,49.082
13.12094,-84.13121
42.8677,41.12413
31.23439,35.86655
-6.61611,106.80889
9.6364,80.2937
45.69263,11.74392
42.61667,25.4
9.5242,80.4049
-12.41667,14.4
-46.36667,168.55
42.68391,41.63732
47.07678,38.15602
40.32608,47.15177
44.46849,19.07466
47.67399,-122.12151
33.78779,-117.85311
2.1904,103.1963
7.29111,122.06556
24.83175,-111.22218
36.25,52.33330154
33.38219833,69.38330078
34.15219,51.08305
52.9536,-1.15047
11.96468,-86.09007
-15.8,20.35
34.96948,63.19117
23.94625,90.2748
51.43330002,4.300000191
17.83499,95.49065
20.96249962,-75.71859741
11.48333,104.95
41.43454,-72.1098
38.60449,-89.29119
25.69000053,108.5719986
36.4328,46.9096
37.37847,-79.80698
46.63333,27.73333
-19.45,29.81667
43.47109,-89.74429
45.55689,-61.72785
35.5477,51.1282
42.66581,-81.20398
43.38563,133.9061
46.90722,13.52944
45.53167,42.82556
18.44773,-72.28485
16.27105,-61.63124
21.77445,72.1525
50.64826,11.36536
18.34829,-64.98348
43.43639,23.22139
41.08315,-73.92014
19.29999924,105.4329987
42.65,23.26667
41.71704,-74.39571
37.55076,43.48661
43.7,28.45
49.98081,36.25272
36.76709,-76.53078
42.37837,-84.69859
45.79989,24.90872
48.41194,38.62361
40.23384,-111.65853
45.86667,25.78333
43.29571,-2.35213
37.75,14.39999962
18.51250076,-72.28530121
27.36831,69.24211
39.89778,37.75833
37.44463,28.36276
43.52722,16.29472
39.00333,45.98194
49.6,14.18333
-34.65211,150.8596
43.3444,20.64954
46.8,61.66667
34.68000031,-1.909999967
-2.9951,29.6561
8.66667,1.08333
10.0,123.0
39.85695,-97.3017
50.8664,39.07561
-23.0333004,28.31669998
41.92817,-124.14703
52.13970184,-8.20361042
33.00163,71.92772
55.11722,61.62823
32.70259857,-103.1360016
12.41835,104.76711
36.62035,-4.49976
39.37461,16.28178
33.75,44.64110184
5.33278,-75.79111
10.91987,-83.70349
45.33917,14.30833
-15.02583,36.03306
40.1669,-4.40484
38.74589,-90.58068
40.78206,72.34424
18.1,-77.4
59.1325,24.37111
24.8747,67.0003
23.5336,101.399
34.7698,-84.97022
49.81079,12.43318
40.89820099,-73.86740112
22.70388,71.97047
-15.2,35.88333
41.49704,-72.55703
51.0303,6.98432
16.76853,43.73992
32.29667,72.3525
40.90204,-74.00319
49.96459,12.70118
37.38749,49.59081
34.81176,-88.19004
45.0,-63.0
35.91139,2.71667
40.45535,-3.46973
6.77993,7.71484
38.97122,-77.07637
-8.0117,114.1988
36.15281,5.69016
47.25395,16.93525
-21.63764,115.11221
52.1791,24.3826
38.55185,-121.36467
42.35290146,-72.63289642
-34.4775,150.4204
32.06551,35.02451
28.40584,-80.60477
35.26266,-77.58164
36.1325,74.2231
43.61062,-72.97261
-0.2479,35.73743
31.21642,67.39023
40.19081,-3.67887
-19.24742,146.80554
32.26254,44.96022
6.666669846,9.166669846
28.43333,69.58333
6.4112,101.27394
41.59648,-73.91097
8.2023,123.8582
32.67597,35.23986
-1.04722,36.90206
27.44254,-81.40507
36.06297,67.31668
5.10658,7.36667
42.82932,13.34295
44.5436,-88.08816
40.45000076,20.95000076
40.68972,-73.96528
-20.93515,-66.22139
43.02550125,-102.5559998
46.12303,14.93441
38.32354,29.15933
40.19961,46.60433
40.34342,-75.80505
35.70560074,-96.62670135
47.2364006,39.71390152
48.83333,2.48333
-26.71667,151.55
17.11479,43.25209
44.24394,17.72618
1.61285,31.17923
31.92157,35.20329
50.01634,-125.24459
6.87064,-10.8211
6.9747,118.5144
53.84321,22.97979
17.03329,121.91125
33.51926,36.38376
34.95771,69.21076
13.9952,99.94633
41.2306,-85.31942
-3.13077,23.28145
40.97224,110.36698
23.0,-82.4
13.9347,3.1942
40.7057991,19.95219994
40.72169,72.93352
35.7317,127.52379
50.68265,21.74898
8.46806,-10.27167
46.02126,7.74912
23.96939,89.38621
26.3248,94.51834
-23.45000076,-56.58330154
36.60767,3.07206
33.12595,35.82461
35.41773,23.65025
48.4,2.7
43.38330078,4.616670132
3.6992,8.9084
26.9069,109.445
-3.8072,29.8553
42.94294,41.16637
35.39903,68.29218
-31.55938,159.08581
48.83241,9.31641
47.33103,9.40996
40.14789,-74.93711
30.21746,66.9815
40.98333,68.9
30.99712,105.88191
8.23056,46.32667
14.51849,121.23778
-6.113609791,106.8909988
40.32949829,-76.51519775
30.43826,-84.28073
34.18084,-118.30897
-3.2682,29.6079
47.40705,19.28648
34.38547,64.24551
-8.6128,120.8205
39.17972,21.72944
-6.58333,14.36667
48.76670074,9.183329582
-17.31667,25.96667
45.73939,-91.92545
46.43994,11.34727
-11.94306,-76.70944
39.66033,46.5961
11.8,-69.98333
33.10611,130.09056
-32.0,26.0
62.7345,46.869
-27.08333,-55.75
40.70667,129.19083
23.0,72.0
44.28183,9.92718
31.51833,77.07864
34.06583,134.55945
42.29417,19.08389
36.3993988,44.34220123
50.74693,31.3948
22.34175,-80.27028
30.95694,46.35583
4.85,100.73333
31.66789,47.2945
42.04309845,-100.8690033
52.41362,17.91926
44.55,26.06667
13.26500034,-87.74530029
-5.9022,142.93511
41.11121,-74.06848
48.79947,9.79809
63.66779,8.30636
28.69000053,-10.85999966
14.12313,38.59477
35.32369,-87.30363
8.80806,124.81639
56.85836,35.90057
25.66369,88.93093
31.97734,35.00984
67.85572,20.22513
-1.80409,37.62034
48.40616,12.38121
35.934,103.31831
-5.79995,144.62797
-11.35172,40.35158
33.9926,51.1814
42.05226,21.01961
9.94522,-84.03927
39.76056,36.66167
45.48720169,15.54780006
23.48530006,46.85169983
39.6954,-74.25875
-7.37463,21.24535
38.84671,-91.94796
41.55032,-8.42005
48.21951,17.40043
36.71762,138.27443
-28.33758,153.53351
32.16167,74.18831
6.69516,-10.875
13.60169,26.68759
-15.67461,35.14071
33.80298,69.81671
39.63689,22.41761
7.09127,125.62523
41.20365,-86.89196
44.88389,22.83333
40.76819992,-73.98179626
40.74843,-75.61185
47.92294,17.98467
11.93330002,108.4169998
11.24802,75.7804
40.23604,-3.76752
35.48171,6.26074
7.11583,124.9125
64.13548,-21.89541
53.77464,15.77671
-2.4483,28.9076
-6.26817,155.67475
-3.06222,30.70167
32.24299,-116.93466
34.20538,70.2714
6.74972,125.35722
23.16670036,92.83329773
40.71816,-73.35429
-9.47476,18.64361
13.3115,123.6421
40.36816,-74.78405
41.76667,26.2
31.64999962,34.53329849
13.48333,-88.18333
33.35,74.03333
50.66648,-120.3192
49.89928,28.60235
54.8335,26.484
30.4013,-91.00094
57.87756,24.36248
5.46304,-74.65436
35.0318985,32.51139832
14.3363,121.0284
54.22145,55.03434
33.13144,65.41295
-35.77253,137.77834
34.04222,36.26083
34.55641,64.93057
42.23730087,-71.53140259
6.88333,-10.96667
39.08367,-84.50855
22.81667,104.25
48.01098,17.3081
-8.73054,28.20006
10.61670017,-63.48329926
1.13924,104.01237
44.58274,8.11084
46.18333,5.58333
36.23007,43.99243
-18.65,-173.98333
41.68281,-88.35146
-18.61731,31.5736
26.995,61.70878
47.93229,-3.69759
34.40555,69.98063
6.851389885,79.86530304
46.6625,16.16639
33.00579834,35.09469986
5.23333,35.83333
39.63330078,118.1829987
33.46028,35.53556
-17.06469,-70.90077
-1.25743,36.90357
33.52032,36.33266
64.5635,39.8302
47.56484,9.66286
45.56639,13.79944
13.18206,22.44466
4.16639,42.07861
-3.1124,29.693
48.7213,18.25754
5.5,-54.03333
33.1628,35.92589
-6.2675,106.3038
40.62149,-74.00958
40.71056,-73.99583
18.38261,103.65857
15.11481,104.32938
29.49199,34.89572
8.75167,46.96361
14.50867,43.19867
27.66670036,85.34999847
-3.0592,29.3903
39.32924,-82.10126
13.44833,43.7688
12.06667,-71.88333
7.2103,81.8438
39.53919983,-86.36920166
31.00779915,66.40029907
39.27289,-76.52246
6.75,38.41667
17.32561,97.1076
30.69556,56.99028
54.4165,86.2976
-15.42722,38.92556
50.91583,-113.78
10.66670036,105.9169998
35.21222,2.31889
46.18333,16.75
38.00425,23.71824
30.88537,34.42277
16.75580025,121.7509995
33.17701,67.46288
34.31815,-86.49582
32.67895,-115.49888
40.42365,47.12535
54.70649,20.51095
6.519440174,126.0940018
14.72611,45.40392
-35.12577,147.35375
31.44167,66.91917
58.19807,68.25457
-7.60944,110.12694
40.78788,-74.38821
-42.0,174.0
7.5357,123.2843
10.8525,121.00861
5.31198,-3.99363
16.98483,-92.51707
42.88585,-87.86314
44.05722,17.45083
36.3428,49.1423
7.31441,8.55266
41.60087,-87.60699
12.6817,31.6292
45.87472,-63.61484
21.66011,98.36648
12.5,92.75
35.05530167,72.53440094
45.48167,28.19722
10.64697,12.91104
41.53820038,-72.80699921
38.66333,26.41444
56.25,-5.28333
55.85,86.21667
38.36859894,-96.53359985
1.00019,9.58229
34.45844,-82.65486
25.8,113.03333
12.03609,13.91815
37.63667,127.21417
49.26636,-122.95263
49.29899,19.94885
10.26667,-61.38333
44.95714,-64.90909
18.47245,-66.71573
40.3765,-74.24431
36.4,119.58333
4.0259,101.0213
41.27194,123.17306
14.22262,76.40038
39.19289,-76.72414
7.0591,-3.9631
0.2075,32.03611
16.63572,97.61512
50.3505,14.47411
28.9227,81.75857
47.48412,-3.11963
26.0963,127.72144
50.47989,29.44576
39.54694,44.08417
8.3245,122.9881
12.7833004,99.33329773
2.05764,44.82492
43.44583,21.53056
34.8,137.9
9.93611,43.18278
45.4024,19.58814
38.71311,-90.42984
9.5993,80.3855
-2.166670084,-79.90000153
18.90583,-98.98071
41.41669846,-8.533329964
30.8703,120.0933
36.89639,14.70689
19.54878,-71.70829
38.25759,140.8667
40.05065,-77.52026
-7.0483,107.9963
32.72940063,35.17060089
35.21419907,4.182499886
33.51594,-86.66832
38.76657,33.702
46.78161,15.53836
41.1399,22.54988
50.34004,26.64171
32.78530121,35.01390076
28.41670036,82.75
37.77867,13.71391
5.70177,5.09101
32.64691,65.14122
42.88454,74.67819
44.88,18.85333
53.7125,31.717
8.65,6.58333
39.05973,-94.88358
51.9,-2.08333
42.035,20.91556
-2.8451,30.3414
48.72443,16.96695
24.00859,95.79193
34.12070084,-84.00430298
15.4,-87.8
49.59552,17.25175
43.2,51.65
24.73183,69.79811
51.88330078,0.899999976
14.77222,-91.18333
26.595,109.89667
21.38604,97.34723
22.83333,88.36667
-5.42544,105.25803
42.60559,-83.14993
19.57648,-72.16576
33.90567,-90.60704
59.49667,24.84222
12.83333,36.91667
48.68638,36.61434
32.06675,35.31662
9.266670227,-9.166669846
31.73936,121.84371
21.86978,112.63082
13.4531002,-16.57749939
24.4975,93.77791
29.44395,118.88005
52.3979,32.86198
35.96979904,-83.94180298
-34.63772,-58.54078
38.80009842,-85.95610046
44.63999,-104.18355
-25.30861,-57.66505
30.12511,66.94269
-0.2252,119.8291
28.53829956,-81.3792038
47.13333,18.68333
44.22639,22.53083
48.53695,9.2833
10.06077,-72.55212
41.56667,23.28333
8.78024,-82.44136
46.07484,-122.90622
44.29425,-68.28974
21.14999962,79.09999847
32.20920181,35.32780075
40.71179962,-74.01239777
38.89509964,-77.03639984
6.881,79.8803
26.42757,91.21093
42.91803,-95.34389
52.51670074,13.39999962
24.86556,117.66234
-9.7077,119.3334
37.36667,138.55
39.16074,68.81676
44.33588,-75.91773
3.03716,29.53551
45.47667,13.62333
36.03072,-75.67601
20.03625,-97.44966
6.556670189,30.50359917
30.45075,-91.15455
6.62147,101.67417
-38.2496,-72.67027
17.41649,97.41731
25.44789,-80.47922
38.63927,70.66858
13.58278,-2.42158
43.74799,5.31518
21.20056,94.90827
46.97314,-1.9983
54.48936,44.52238
50.26526,-5.05436
45.54706,-122.86788
18.43,-101.17774
40.99461,28.78083
54.01667,23.96667
33.73528,35.58111
28.00247,82.30184
6.28339,101.51703
14.36468,22.46172
45.87834,14.62776
23.63333,108.96667
18.07939911,-67.02909851
44.21469879,19.10779953
20.02323,-155.67288
40.63399887,-74.01460266
8.9564,80.5418
34.08842,74.80298
8.2151,-0.64745
12.13271,-86.25209
42.36837,-83.35271
-23.30972,-51.36917
39.90008,-79.71643
46.69723,7.1393
37.44074,42.85236
54.26548,37.48746
35.86447,36.80591
39.55500031,-86.92749786
36.67942,4.8555
34.5481,48.4469
37.46611,49.42056
40.78056,30.40333
-13.68333,48.45
35.4382019,-83.39849854
-32.73025,138.37502
32.27056,35.29496
15.33329964,-89.03330231
39.48309,127.40831
34.36707,68.8026
19.88222,-100.30611
51.06713,19.44477
42.0,43.5
17.98689,-92.93028
33.58333,135.95
39.1365,-76.21856
6.42639,101.82308
20.14675,99.85256
43.96689987,-92.13690186
34.99446,68.83097
-4.09926,29.09333
39.03374,44.11333
35.62139893,111.2050018
39.34441,46.58183
44.34139,45.175
32.66877,63.0648
-20.48333,27.81667
47.74928,28.96583
34.41264,64.89125
39.16056,20.98528
-33.01623,27.91601
-8.46113,20.56904
12.28,-14.22222
-13.53444,33.34986
42.12922,-80.08506
20.25101,-76.54152
48.94097,17.6652
41.15612,1.10687
31.55,34.51667
7.24407,-76.43564
7.38194,-6.47778
34.16669846,43.83330154
36.40499,44.13213
33.03734,-85.77413
41.87364,-87.66422
2.8033,101.7972
3.65968,27.44793
-12.56667,16.23333
7.76115,-7.65271
41.66399,-71.422
28.13051,68.08753
36.98356,-121.98052
-31.96173,141.45998
41.62806,69.53139
41.72060013,-81.17289734
11.25,-0.08333
11.74697,11.96083
30.03612,105.25856
42.06083,21.62056
23.0375,-81.20472
-16.09861,35.77
36.24993,67.37237
53.56667,10.1
40.59819,-124.15728
32.45929,34.89815
43.26774,-2.02169
34.74999,69.11899
34.05530167,-117.7519989
32.54208,-97.32085
41.42245,47.91318
13.2,30.78333
40.81621,-73.69735
38.33325,-123.04806
15.76053,105.39144
27.51587,-97.85611
40.89899,-74.09264
50.55462,6.24001
42.53974,128.99722
44.18194,44.80056
32.11827,35.15719
34.90266,-79.0117
51.48329926,-0.050000001
33.69871,-85.83969
29.70108,77.20834
35.14953,-90.04898
31.34390068,34.30250168
37.28558,-100.34015
40.5,95.8
43.0,126.0
51.0,10.68333
27.02610016,-13.05189991
46.07749939,15.67560005
-20.9666996,29.06669998
-26.48329926,31.36669922
40.66983,16.59723
-18.18527,31.55193
1.6417,125.016
49.67727,33.74477
17.99107,-76.95742
50.91057,56.40102
18.23590088,-66.4838028
44.58330154,125.9169998
29.05571,81.56624
30.63493,30.52461
21.15916,105.31203
37.9486,127.3327
48.57752,13.88835
50.43923,3.03139
-5.32918,20.97019
58.04874,60.55949
43.42528,-88.18343
37.21133,-6.91744
25.3808,68.39954
42.57667,18.23917
36.23333,52.83333
43.07758,45.51456
39.9996,44.58952
32.03917,35.72722
53.39046,-3.18066
41.57146,21.96202
40.21530151,-86.02639771
6.969719887,80.76999664
1.3347,30.12041
34.51128,70.18727
17.9666996,104.8499985
32.94098,50.121
12.73772,104.62338
31.60358,67.24609
53.13330078,23.14999962
33.7481,45.55503
24.98529,88.97558
31.88330078,104.7829971
26.91763,70.90387
38.83390045,-104.8209991
41.09454,-73.83597
33.53865,-112.18599
52.62064,77.20542
-5.48166,105.36812
60.16417,-149.395
8.01667,43.91667
0.79111,34.37944
23.73333,114.68333
38.15093,-81.74262
14.81361,74.12972
46.06169,28.83078
-3.1717,29.9229
-43.0,67.0
4.08466,-76.19536
18.42745,-67.15407
56.48989,43.60114
33.97861,44.93694
46.88431,28.98776
50.86991,6.69691
10.99013,49.05684
40.04894,-84.54523
25.9083004,54.53170013
44.49026,1.35403
57.7752,26.01013
14.33329964,-89.34999847
43.72583,20.68944
3.277499914,-75.62139893
34.59012,70.2182
0.086,-76.89528
53.71556,91.42917
51.50308,-0.6621
43.36942,17.80776
37.2743988,9.873889923
-17.87861,36.88833
31.9364,49.3039
42.49278,20.86083
38.34528,37.96722
34.39417,36.38472
-12.98806,35.185
-9.06667,14.56667
50.13333,14.55
39.93673,-82.43515
35.2634,48.1981
51.68917,4.83889
7.5,126.0
54.68417,21.32694
36.71611,37.115
43.51615,-5.53511
32.96552,70.25374
33.65340042,-84.44940186
1.178,124.5653
40.32769,42.58705
40.19338,-85.38636
11.31755,-5.66654
45.93694,14.68167
-6.40278,106.77444
59.6425,39.8854
45.3225,17.00833
43.89664,19.27094
-29.0,24.0
48.77446,18.6275
-7.58472,110.8075
40.823,38.82899
40.70673,47.12964
39.5963,-119.77602
37.09273,43.43709
43.11274,-94.68304
34.81822,-0.62376
44.11641,17.38448
-5.05,38.61667
22.68759,90.64403
47.38333,20.4
37.74667,23.4275
38.6908,35.5538
16.4666996,107.5999985
22.59468,103.83865
59.33330154,18.04999924
45.56667,5.93333
42.64583,18.12583
34.45,115.65
-4.64756,39.38175
41.03068,28.92958
11.19999981,-4.300000191
35.0241,47.414
52.39954,22.01634
31.525,34.59693
33.36669922,43.71670151
11.93000031,79.83000183
41.01670074,-91.96679688
-0.3255,36.90645
9.36238,-73.60313
14.05,-16.68333
30.90592,30.64835
24.96244,88.70781
-12.55,16.33333
27.04222,105.84917
51.82721,107.60627
41.11889,45.45389
7.53141,7.88162
50.46384,-3.51434
4.7,-60.01667
49.31366,6.75154
50.08791,25.15027
41.12389,-100.76542
42.31722,140.98806
47.696,40.10259
35.49399,111.55334
39.05,-27.98333
32.01670074,36.04999924
26.72958,86.49515
10.969,123.2419
38.15469,22.3183
9.11667,-79.01667
33.61694,71.29111
39.95699,-85.80526
38.58012,-76.99025
40.29513,72.18627
41.66199,-86.15862
34.53611,-117.29116
43.0571,46.45566
41.63330078,-0.883333027
49.44452,7.55533
41.4036,-95.01388
18.02643,-77.67686
61.49911,23.78712
18.45319,-70.7349
31.32794,34.55906
31.86669922,35.21670151
6.91487,126.15323
46.0,70.0
51.04962,12.1369
21.16978,99.75682
39.66749954,20.85079956
46.22961,17.35788
28.05913,100.51497
12.9591,-2.26075
31.86848,10.9812
60.25,20.0
42.44056,18.58583
47.18538,-122.2929
40.87676,-73.32456
35.33198,61.32493
59.43389893,24.72809982
41.42250061,-87.98590088
34.5049,70.04863
44.27513,19.89821
44.84346,11.60868
10.28488,22.78818
36.42442,4.23282
48.92902,2.04952
28.4,86.5
10.31619,13.2659
33.48220062,35.7242012
26.50068,68.02358
57.59125,34.56453
26.22509956,-98.41359711
18.58182,-68.40431
21.19779968,92.19809723
10.26761,13.26436
36.18981,-83.40684
41.07663,1.14163
-12.95,28.76667
20.94099,106.33302
20.88207,99.9292
-41.28664,174.77557
25.4325,109.294
39.48122,-76.64386
-23.18639,-46.88417
42.88052,-8.54569
58.45944,23.03111
50.70535,1.5897
-8.1583,113.4507
18.4126,121.5152
37.35709,-78.82529
31.31306,74.50333
35.51451,44.19003
52.53333,136.53333
35.56127,71.78841
34.34728,68.83868
40.81322,14.16807
47.3,27.08333
41.53333,26.13333
54.35215,13.06944
50.08330154,19.91670036
36.29731,-95.99139
15.96139,-92.11111
38.31846,-76.45412
51.8425,5.85278
42.11121,-71.66618
51.12416,12.49639
44.38690186,19.10140038
14.8,105.93333
3.3014,44.069
20.20041,99.41955
32.94019,69.17432
36.96134,-120.06072
43.8523,-69.6281
43.51701,-73.23622
13.88329983,109.0999985
46.47528,16.04806
26.62443,119.5477
44.81689835,15.87080002
-10.05468,16.8173
41.63333,25.86667
0.85223,29.61264
40.60079,-74.64815
50.57309,13.54717
21.98339,73.47091
48.48271,135.08379
43.16930008,-120.6800003
12.6,-1.4
15.59629,120.90663
43.14028,45.13083
41.21036,-75.89659
16.31759,-86.53793
44.5455,40.7933
-2.54327,36.79053
2.46335,31.49832
28.81024,70.46742
38.54408,-122.80194
55.47028,8.45187
30.23969,-81.38564
17.06669998,73.96669769
40.20569992,-74.99629974
-6.166669846,39.18330002
33.88399,-84.51438
27.08992,95.02345
23.652,111.024
41.4521,43.78145
52.22338,18.25121
40.41257,-79.87922
40.97801,27.50852
38.83789,-75.78327
28.23333,117.0
51.47283,-0.30075
9.43889,-64.47278
38.57829,65.80465
44.72468,-94.48582
28.6484,30.84234
9.8,80.21667
44.20344,17.48781
26.66932,95.48941
-28.27597,30.53333
-6.78333,37.13333
-2.15056,29.395
45.52349854,-122.6760025
5.8,102.15
50.25926,14.51759
47.23565,-122.5504
45.61563,10.08176
40.12261,-75.0635
40.58969879,49.66859818
45.46670151,8.633330345
27.72355,52.6653
8.25,100.0
42.89345,-2.31314
15.68678,120.35131
42.90563,-74.57181
34.12886,66.56396
15.58005,73.74487
52.22333,5.17639
13.0,-1.66667
39.4439,47.4056
9.6553,80.2757
26.423,60.5575
37.4257,-6.79318
28.78333,85.28333
52.98627,-1.48865
12.8942,11.92684
45.65589,10.42193
56.37404,41.04957
-7.1033,107.8907
44.93546,16.61349
43.46677,46.10622
43.65190125,45.31330109
44.04839,-73.45985
52.89838,-1.86488
18.82902,-71.93299
28.21728,83.9888
33.33951,69.92041
10.86846,13.88205
45.44701,9.27229
52.4573,86.7258
29.39675,80.78268
45.06031,18.11365
38.26943,-108.54787
46.07056,12.59472
-10.7619,123.1797
66.36669922,70.13330078
49.70885,72.59212
43.84867,-1.35881
4.88447,-1.75536
37.80944,-109.01678
46.98283,29.32558
43.26667,27.93333
61.38499832,-152.2680054
8.17361,-76.05917
8.0236,79.8318
13.5,24.9
12.1244,124.8892
33.01984,-96.69889
9.33716,2.63031
13.35859966,123.7340012
-2.9221,29.6293
59.43696,24.75353
31.1933,120.71758
26.53491,101.92805
34.50145,69.07788
12.25,104.66667
-12.1688,26.38938
40.98116,27.37006
-17.60000038,31.0
37.72493,-122.15608
43.10562,131.87353
21.78863,92.72447
44.09868,-70.69867
42.09027,42.03239
30.32804,61.88769
43.76670074,12.41670036
21.96667,83.86667
7.18795,34.09963
39.071,26.89017
42.66675,-71.82452
43.1174,44.99055
43.38202,-72.60815
32.76622,35.04425
24.95834,89.39395
57.09970093,93.33499908
26.11472,-14.38917
-14.38722,-73.96083
42.17778,44.04333
6.3,0.05
32.56069946,-85.67250061
43.58028,20.23111
-34.74471,-58.4041
50.66,42.8502
8.3404,17.7663
-0.8917,119.8707
61.79698,36.0168
32.72754,35.21381
62.43333,22.18333
56.47083,-132.37667
25.9225,119.60889
-1.25903,36.87669
24.95972,118.08889
15.77792,38.45107
10.41227,8.68748
32.1748,66.25213
44.84233,18.62906
33.82796,69.96477
19.89758,86.11413
43.73916,-87.78175
10.64917,-61.49889
52.66469955,-8.623060226
33.34389,35.67889
33.0,65.0
32.6657,74.77456
32.17222,13.02028
-5.6193,132.7886
27.89641,-81.84314
45.11667,21.30361
38.6296,34.91199
7.8432,-11.7689
26.92007,71.91631
13.69999981,-88.09999847
42.03333,2.36667
41.31256,-81.44011
33.68080139,35.47529984
28.9697,88.0929
-38.71670151,-62.28329849
30.5663,103.642
34.71111,72.33972
34.9225,45.9837
20.09845,99.28697
56.35293,28.18568
36.28673,-91.99571
42.61128,47.60067
52.17072,20.81214
51.65024,16.8263
55.7435,-97.85579
43.30212,45.75564
48.27525,8.85464
43.31614,-1.954
44.66885,-90.1718
33.73168,69.97776
43.08146,-76.12576
33.37413,69.31836
41.40916,-75.6649
43.75,20.75
40.55103,75.31115
6.19374,5.7202
40.57605,141.23701
23.70623,91.4203
12.90575,102.26225
41.46889,69.58222
44.88496,-93.88775
34.93343,-95.76971
44.37301,9.1047
42.01287,-73.90819
25.38306,118.15167
41.75898,-74.35738
-23.33933,150.50493
51.75222,-1.25596
39.43212,32.49732
34.17355,69.64573
-26.89044,23.24225
44.80108,16.27162
37.93573,42.54927
32.82181,74.57658
33.82743,70.8403
49.88611,5.93667
33.0,77.0
38.39144,-86.93111
33.08330154,35.16669846
40.59144,-4.14738
-15.18315,13.69909
-25.52297,31.35693
50.64336,7.2278
42.9512,18.08702
56.56381,9.04025
28.67333,82.87186
29.82604,77.48325
40.78699875,-73.97540283
51.5893,58.6476
41.50788,-71.4245
39.8212,45.04063
20.26670074,-75.11669922
-33.5,-70.66670227
57.80028,23.24833
41.48456,22.09056
41.7956,-86.08084
39.94319,71.34184
34.63333,126.35
43.21279907,-75.45570374
29.76379967,-95.08159637
38.6921,46.7126
14.63823,-91.22901
42.97840118,-78.79979706
45.95604,13.64837
43.23502,45.45302
37.44224,-98.28202
55.85381,37.49604
52.95065,11.03886
55.2212,29.4462
29.0,120.0
67.49884,64.05253
