"","code","src_actor","month","tgt_actor","country_code","year","id","source","date8","src_agent","latitude","src_other_agent","geoname","quad_class","source_text","root_code","tgt_other_agent","day","target","goldstein","tgt_agent","longitude","url"
"253","154","TUR","11","SYR","SYR","2017","5a12b727ff261b2652efba01_5","TUR","20171120","","35","","Syrian Arab Republic ",4,"ocregister_ap","15","","20","SYR",-7.2,"","38","http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-20-Syria/id-9584d7b64939419e8c235c79b25b18a3"
"254","154","TUR","11","SYR","KAZ","2017","5a12b71eff261b2651efb9fa_6","TURUAF","20171120","","51.1801","UAF","Astana Astana Qalasy",4,"hurriyet","15","","20","SYRMIL",-7.2,"MIL","71.44598","http://www.hurriyetdailynews.com/pyd-launches-mortar-attack-on-turkish-observation-point-in-syrias-idlib-122713"
"255","154","TUR","11","SYR","SYR","2017","5a12b739ff261b264defba06_5","TUR","20171120","","35","","Syrian Arab Republic ",4,"minnstartrib_world","15","","20","SYR",-7.2,"","38","http://www.startribune.com/world/458774203.html"
"256","154","TUR","11","SYR","SYR","2017","5a12bbeaff261b2e4cefba0c_5","TUR","20171120","","35","","Syrian Arab Republic ",4,"sfgate_national","15","","20","SYR",-7.2,"","38","http://www.sfgate.com/news/world/article/Turkey-says-Kurds-attack-post-in-Syria-no-12370775.php"
"257","154","ZAF","11","","","2017","5a12c0d4ff261b3749efba2c_2","ZAFGOVCOP","20171120","GOV","","COP"," ",4,"wn_africa","15","","20","---MIL",-7.2,"MIL","","https://article.wn.com/view/2017/11/20/Police_Minister_Vows_to_End_Gang_Rule_in_Nelson_Mandela_Bay/"
"258","154","ZAF","11","","","2017","5a12c0d4ff261b3749efba2c_4","ZAFGOVCOP","20171120","GOV","","COP"," ",4,"wn_africa","15","","20","---MIL",-7.2,"MIL","","https://article.wn.com/view/2017/11/20/Police_Minister_Vows_to_End_Gang_Rule_in_Nelson_Mandela_Bay/"
"259","154","SYR","11","TUR","SYR","2017","5a12fd86ff261b1eb5efba0b_5","SYR","20171120","","35.93062","","Idlib Idlib Governorate",4,"pakistan_frontierpost","15","","20","TURMIL",-7.2,"MIL","36.63393","http://thefrontierpost.com/turkish-troops-kurdish-militia-clash-syrias-idlib-report/"
"260","152","","11","","TUR","2017","5a131530ff261b4706efba11_3","---GOV","20171120","GOV","39.91987","","Ankara Ankara",4,"wn_africa","15","","20","---CVL",-7.2,"CVL","32.85427","https://article.wn.com/view/2017/11/20/Ban_on_LGBTI_events_in_Ankara_must_be_overturned/"
"261","152","IND","11","","JAM","2017","5a132c5fff261b6daeefba13_2","INDJUD","20171120","JUD","18.05",""," Manchester",4,"hindu_cities","15","COP","20","---BUSCOP",-7.2,"BUS","-77.53333","http://www.thehindu.com/news/cities/mumbai/clear-waste-on-aarey-powai-road-hc/article20607024.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"262","154","USA","11","AFG","USA","2017","5a133f18ff261b0e2befb9fc_5","USAGOV","20171120","GOV","39.76","","United States ",4,"rfe","15","","20","AFG",-7.2,"","-98.5","https://www.rferl.org/a/afghanistan-us-commander-sets-goal-drive-back-taliban/28865188.html"
"263","150","","11","USA","USA","2017","5a134d34ff261b258fefba0b_1","---GOV","20171120","GOV","37.55376","","Richmond Virginia",4,"sfgate_national","15","","20","USA",-7.2,"","-77.46026","http://www.sfgate.com/news/article/Governor-enacts-new-rules-for-Lee-statue-rallies-12372294.php"
"264","150","","11","","","2017","5a13a62eff261b3d33efb9fd_1","---CVL","20171121","CVL","",""," ",4,"kenya_star","15","HLH","21","---HLH",-7.2,"","","http://www.the-star.co.ke/news/2017/11/21/medic-shot-dead-by-police-body-paraded-by-demonstrators_c1672921"
"265","150","KOR","11","PRK","KOR","2017","5a13cbb8ff261b7c19efb9fe_6","KOR","20171121","","36.5","","Republic of Korea ",4,"skorea_yonhap_sk","15","","21","PRK",-7.2,"","127.75","http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AEN20171121006500315&source=rss"
"266","150","","11","HKG","HKG","2017","5a13d536ff261b0d18efba1b_3","---BUS","20171121","BUS","22.27832","","Hong Kong ",4,"wn_world","15","","21","HKG",-7.2,"","114.17469","https://article.wn.com/view/2017/11/21/Tencent_on_global_path_as_it_surpasses_Facebook_in_valuation_s/"
"267","154","SYR","11","TUR","SYR","2017","5a13e32fff261b247defba04_5","SYR","20171121","","35.93062","","Idlib Idlib Governorate",4,"menafn_syria","15","","21","TURMIL",-7.2,"MIL","36.63393","http://www.menafn.com/1096119806/Turkish-troops-Kurdish-militia-clash-in-Syrias-Idlib-?-report?src=RSS"
"268","154","SYR","11","TUR","SYR","2017","5a13f5fbff261b44ffefba0b_4","SYR","20171121","","35.93062","","Idlib Idlib Governorate",4,"daily_star_middle_east","15","","21","TURMIL",-7.2,"MIL","36.63393","http://www.dailystar.com.lb//News/Middle-East/2017/Nov-21/427255-turkish-troops-kurdish-militia-clash-in-idlib.ashx"
"269","152","IGO","11","","USA","2017","5a1c6affff261b772a98548a_3","IGOUNOLEG","20171127","","43.00035","UNO;LEG"," New York",4,"ips_hr","15","REF;CVL","27","---REFCVL",-7.2,"","-75.4999","http://www.ipsnews.net/2017/11/uns-global-compact-refugees-must-address-needs-young-people/?utm_source=rss&utm_medium=rss&utm_campaign=uns-global-compact-refugees-must-address-needs-young-people"
"270","154","","11","ZWE","ZWE","2017","5a1c6b2cff261b77289854b3_5","---MIL","20171127","MIL","-17.82772","","Harare Harare Province",4,"voa_africa","15","","27","ZWE",-7.2,"","31.05337","https://www.voanews.com/a/zimbabwe-mugabe/4137227.html"
"271","150","","11","IND","","2017","5a1c6b3aff261b77309854b6_2","---CVL","20171127","CVL","",""," ",4,"china_scmp_asia","15","","27","IND",-7.2,"","","http://www.scmp.com/news/asia/south-asia/article/2121600/india-acid-attack-victims-put-face-defiance-first-haute-couture"
"272","150","","11","","UGA","2017","5a1c6b40ff261b77269854dc_1","---MIL","20171127","MIL","0.18333","","Kasese Western Region",4,"daily_monitor_uganda","15","GOV","27","---MILGOV",-7.2,"MIL","30.08333","http://www.monitor.co.ug/News/National/Security--memorial--day-Kasese-palace-attack/688334-4203830-isbdquz/index.html"
"273","154","","11","ZWE","ZWE","2017","5a1c6b57ff261b77279854ee_5","---MIL","20171127","MIL","-17.82772","","Harare Harare Province",4,"nzherald_world","15","","27","ZWE",-7.2,"","31.05337","http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11948591&ref=rss"
"274","150","","11","","IDN","2017","5a1c6b5bff261b77279854f0_2","---GOV","20171127","GOV","-4.94869","","Lumbuk ",4,"nzherald_world","15","PPL","27","---PPL",-7.2,"","103.92238","http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11948556&ref=rss"
"275","152","IND","11","IND","IND","2017","5a1c6b78ff261b7728985512_6","INDJUD","20171127","JUD","11.65376","","Salem State of Tamil Nādu",4,"india_zee_national","15","","27","IND",-7.2,"","78.15538","http://zeenews.india.com/india/kerala-love-jihad-case-nia-files-100-page-probe-report-in-supreme-court-hadiya-in-delhi-2060645.html"
"276","150","","11","IND","","2017","5a1c6ba2ff261b773d9854e9_3","---CVL","20171127","CVL","",""," ",4,"int_the_news_world","15","","27","IND",-7.2,"","","http://feedproxy.google.com/~r/World-TheNewsInternational/~3/9epIueYQ4nw/249344-india-s-acid-attack-victims-defiant-on-the-haute-couture-catwalk"
"277","150","","11","IND","","2017","5a1c6b9eff261b773d9854e4_2","---CVL","20171127","CVL","",""," ",4,"int_the_news_world","15","","27","IND",-7.2,"","","http://feedproxy.google.com/~r/World-TheNewsInternational/~3/ygg9qT8S_Dk/249271-india-acid-attack-victims-defiant-on-the-haute-couture-catwalk"
"278","154","","11","","","2017","5a1c6bb8ff261b773d985509_3","---GOV","20171127","GOV","",""," ",4,"int_the_news_world","15","","27","---BUS",-7.2,"BUS","","http://feedproxy.google.com/~r/World-TheNewsInternational/~3/5w7Dm4Fxcag/249491-iraq-offers-9-oil-gas-blocks-for-exploration-near-iran-kuwait-borders"
"279","150","","11","","","2017","5a1ca3a8ff261b57c6854718_3","---COPMIL","20171127","COP","","MIL"," ",4,"daily_monitor_uganda","15","","27","---CVL",-7.2,"CVL","","http://www.monitor.co.ug/News/National/Police-kill-one-arrest-six-Kasese/688334-4205212-1dla8/index.html"
"280","150","","11","","","2017","5a1ca3a8ff261b57c9854717_3","---COPMIL","20171127","COP","","MIL"," ",4,"uganda_monitor","15","","27","---CVL",-7.2,"CVL","","http://www.monitor.co.ug/News/National/Police-kill-one-arrest-six-Kasese/688334-4205212-1dla8/index.html"
"281","150","","11","NGA","NGA","2017","5a1cbb00ff261b7eda854706_1","---COP","20171128","COP","4.75",""," Bayelsa State",4,"nigeria_pilot","15","","28","NGAEDU",-7.2,"EDU","6.08333","http://nigerianpilot.com/police-parade-nans-president-7-others-over-cultism-murder-armed-robbery/"
"282","154","SYR","11","USA","SYR","2017","5a1cbfc9ff261b0809854712_3","SYR","20171128","","35","","Syrian Arab Republic ",4,"wn_world","15","","28","USAMIL",-7.2,"MIL","38","https://article.wn.com/view/2017/11/28/Pentagon_struggles_to_provide_accurate_numbers_for_deployed_/"
"283","154","KEN","11","","KEN","2017","5a1cdbe5ff261b37d9854711_1","KEN","20171128","","-1.28333","","Nairobi Nairobi",4,"bbc","15","","28","MEDMIL",-7.2,"MIL","36.81667","http://www.bbc.co.uk/news/world-africa-42146754"
"284","150","USA","11","USA","USA","2017","5a1ce09bff261b3f9885470f_1","USA","20171128","","41.60054","","Des Moines Iowa",4,"minnstartrib_national","15","","28","USAOPP",-7.2,"OPP","-93.60911","http://www.startribune.com/nation/460412273.html"
"285","150","","11","USA","USA","2017","5a1cea11ff261b4fe385472a_1","---ELI","20171128","","41.60054","ELI","Des Moines Iowa",4,"wn_world","15","","28","USAOPP",-7.2,"OPP","-93.60911","https://article.wn.com/view/2017/11/28/Alec_Baldwin_mixes_Trump_spoof_with_activism_in_Iowa_speech/"
"286","152","","11","","","2017","5a1cf341ff261b5f81854705_3","---CVL","20171128","CVL","",""," ",4,"india_zee_states","15","","28","---COP",-7.2,"COP","","http://zeenews.india.com/uttar-pradesh/clash-over-minor-dispute-in-muzaffarnagar-leaves-20-injured-2060822.html"
"287","152","","11","","","2017","5a1cf355ff261b5f7a854715_3","---CVL","20171128","CVL","",""," ",4,"hindu_nat","15","","28","---COP",-7.2,"COP","","http://www.thehindu.com/news/national/other-states/20-injured-in-clash-over-minor-dispute-in-muzaffarnagar/article21018205.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"288","150","ROU","11","","ROU","2017","5a1d0aceff261b07cd854717_1","ROUGOV","20171128","GOV","44.43225","","Bucharest București",4,"romania_nineoclock","15","PPL","28","---PPL",-7.2,"","26.10626","http://www.nineoclock.ro/winter-command-at-bucharest-municipality-1000-snow-clearing-machines-are-ready-for-bad-weather/"
"289","150","","11","USA","CAN","2017","5a1d2b90ff261b3f2e85470e_1","---GOV","20171128","GOV","52.28333",""," Alberta",4,"wn_politics","15","LEG","28","USAGOVLEG",-7.2,"GOV","-117.469","https://article.wn.com/view/2017/11/28/Trump_takes_on_controversyladen_agenda_on_Capitol_Hill_qd/"
"290","150","USA","11","USA","USA","2017","5a1d2b95ff261b3f1f854713_1","USAGOV","20171128","GOV","41.75038",""," Rhode Island",4,"wn_world","15","LEG","28","USAGOVLEG",-7.2,"GOV","-71.49978","https://article.wn.com/view/2017/11/28/Trump_takes_on_controversyladen_agenda_on_Capitol_Hill_r/"
"291","150","USA","11","USA","USA","2017","5a1d3038ff261b47b485470a_1","USAGOV","20171128","GOV","41.75038",""," Rhode Island",4,"wn_world","15","LEG","28","USAGOVLEG",-7.2,"GOV","-71.49978","https://article.wn.com/view/2017/11/28/Trump_takes_on_controversyladen_agenda_on_Capitol_Hill_h/"
"292","150","","11","","USA","2017","5a1d3067ff261b47b4854730_1","---GOV","20171128","GOV","42.36565",""," Massachusetts",4,"wn_world","15","","28","---GOV",-7.2,"GOV","-71.10832","https://article.wn.com/view/2017/11/28/Warren_call_out_supporters_to_fight_Trump_after_Pocahontas_c/"
"293","150","USA","11","USA","USA","2017","5a1d34eaff261b4f5f85470a_1","USAGOV","20171128","GOV","41.75038",""," Rhode Island",4,"wn_world","15","LEG","28","USAGOVLEG",-7.2,"GOV","-71.49978","https://article.wn.com/view/2017/11/28/Trump_takes_on_controversyladen_agenda_on_Capitol_Hill_d/"
"294","150","USA","11","USA","USA","2017","5a1d39adff261b574385471b_1","USAGOV","20171128","GOV","41.75038",""," Rhode Island",4,"wn_world","15","LEG","28","USAGOVLEG",-7.2,"GOV","-71.49978","https://article.wn.com/view/2017/11/28/Trump_takes_on_controversyladen_agenda_on_Capitol_Hill_vw/"
"295","150","","11","USA","USA","2017","5a1d6d26ff261b2f54854707_1","---GOV","20171128","GOV","47.50012",""," Washington",4,"wn_politics","15","LEG","28","USAGOVLEG",-7.2,"GOV","-120.50147","https://article.wn.com/view/2017/11/28/Trump_makes_hardsell_push_for_his_agenda_on_Hill/"
"296","150","","11","USA","USA","2017","5a1d7fe5ff261b4fe5854708_1","---GOV","20171128","GOV","37.13054","","Washington Utah",4,"wn_world","15","LEG","28","USAGOVLEG",-7.2,"GOV","-113.50829","https://article.wn.com/view/2017/11/28/The_Latest_Trump_says_I_dont_see_a_deal_on_spending_p/"
"297","150","","11","USA","","2017","5a1d7fe5ff261b4fe5854708_3","---GOV","20171128","GOV","",""," ",4,"wn_world","15","LEG","28","USAGOVLEG",-7.2,"GOV","","https://article.wn.com/view/2017/11/28/The_Latest_Trump_says_I_dont_see_a_deal_on_spending_p/"
"298","150","","11","USA","USA","2017","5a1d7fe5ff261b4fe5854708_5","---GOV","20171128","GOV","41.75038",""," Rhode Island",4,"wn_world","15","LEG","28","USAGOVLEG",-7.2,"GOV","-71.49978","https://article.wn.com/view/2017/11/28/The_Latest_Trump_says_I_dont_see_a_deal_on_spending_p/"
"299","150","USA","11","USA","USA","2017","5a1d7ff4ff261b4fe5854715_1","USAGOV","20171128","GOV","47.50012",""," Washington",4,"wn_world","15","LEG","28","USAGOVLEG",-7.2,"GOV","-120.50147","https://article.wn.com/view/2017/11/28/Trump_makes_hardsell_push_for_his_agenda_on_Hill_z/"
"300","150","USA","11","USA","USA","2017","5a1d8499ff261b57a585470c_1","USAGOV","20171128","GOV","47.50012",""," Washington",4,"wn_politics","15","LEG","28","USAGOVLEG",-7.2,"GOV","-120.50147","https://article.wn.com/view/2017/11/28/Trump_makes_hardsell_push_for_his_agenda_on_Hill_5/"
"301","150","USA","11","USA","USA","2017","5a1d84aeff261b57a785471c_1","USAGOV","20171128","GOV","47.50012",""," Washington",4,"wn_world","15","LEG","28","USAGOVLEG",-7.2,"GOV","-120.50147","https://article.wn.com/view/2017/11/28/Trump_makes_hardsell_push_for_his_agenda_on_Hill_7a/"
"302","150","","11","USA","USA","2017","5a1d84b7ff261b57a5854725_3","---GOV","20171128","GOV","47.50012",""," Washington",4,"wn_politics","15","LEG","28","USAGOVLEG",-7.2,"GOV","-120.50147","https://article.wn.com/view/2017/11/28/Trump_badmouths_Dems_ahead_of_White_House_talks_with_them/"
"303","150","PRK","11","PRK","KOR","2017","5a1dc36dff261b7fff8aa25b_4","PRK","20171128","","37.566","","Seoul Seoul",4,"wn_world","15","","28","PRK",-7.2,"","126.9784","https://article.wn.com/view/2017/11/28/North_Korea_reportedly_launches_missile/"
"304","150","LBY","11","IGO","LBY","2017","5a1dcce4ff261b11278aa25e_2","LBYCVL","20171128","CVL","32.87519","","Tripoli Tripoli",4,"wn_africa","15","UNO","28","IGOUNO",-7.2,"","13.18746","https://article.wn.com/view/2017/11/28/Libya_says_migrant_repatriation_flights_to_be_stepped_up_g/"
"305","150","PRK","11","PRK","KOR","2017","5a1dd185ff261b19018aa264_4","PRK","20171128","","37.566","","Seoul Seoul",4,"wn_politics","15","","28","PRK",-7.2,"","126.9784","https://article.wn.com/view/2017/11/28/North_Korea_Trump_says_we_will_take_care_of_it_after_regime_/"
"306","150","LBY","11","FRA","LBY","2017","5a1ddacaff261b28ac8aa24c_6","LBYCVL","20171128","CVL","28","","Libya ",4,"wn_mideast","15","","28","FRA",-7.2,"","17","https://article.wn.com/view/2017/11/28/Fake_news_Libya_seizes_on_Trump_tweet_to_discredit_CNN_slave/"
"307","150","PRK","11","USA","PRK","2017","5a1e1c6eff261b12e48aa24f_2","PRK","20171129","","39.03385","","Pyongyang Pyongyang",4,"wn_world","15","","29","USAGOV",-7.2,"GOV","125.75432","https://article.wn.com/view/2017/11/29/N_Korea_tests_ICBM_in_fresh_challenge_to_Trump/"
"308","150","PRK","11","USA","PRK","2017","5a1e1c76ff261b12cd8aa24f_2","PRK","20171129","","39.03385","","Pyongyang Pyongyang",4,"india_deccanher_news","15","","29","USAGOV",-7.2,"GOV","125.75432","http://www.deccanherald.com/content/645342/n-korea-tests-icbm-fresh.html"
"309","150","PRK","11","USA","JPN","2017","5a1e2f27ff261b322c8aa24a_2","PRK","20171129","","35.6895","","Tokyo Tokyo Prefecture",4,"wn_asia","15","","29","USAGOV",-7.2,"GOV","139.69171","https://article.wn.com/view/2017/11/29/North_Korea_Defector_Terrorlist_Designation_Could_Cripple_Py/"
"310","150","PRK","11","USA","PRK","2017","5a1e2f27ff261b322c8aa24a_3","PRK","20171129","","39.03385","","Pyongyang Pyongyang",4,"wn_asia","15","","29","USAGOV",-7.2,"GOV","125.75432","https://article.wn.com/view/2017/11/29/North_Korea_Defector_Terrorlist_Designation_Could_Cripple_Py/"
"311","150","PRK","11","USA","PRK","2017","5a1e2f37ff261b323a8aa256_1","PRK","20171129","","39.03385","","Pyongyang Pyongyang",4,"wn_world","15","","29","USAGOV",-7.2,"GOV","125.75432","https://article.wn.com/view/2017/11/29/North_Korea_tests_ICBM_in_fresh_challenge_to_Trump/"
"312","150","PRK","11","USA","PRK","2017","5a1e2f37ff261b323a8aa256_2","PRK","20171129","","39.03385","","Pyongyang Pyongyang",4,"wn_world","15","","29","USAGOV",-7.2,"GOV","125.75432","https://article.wn.com/view/2017/11/29/North_Korea_tests_ICBM_in_fresh_challenge_to_Trump/"
"313","150","KEN","11","","KEN","2017","5a1e595fff261b79df8aa253_4","KEN","20171129","","-1.28333","","Nairobi Nairobi",4,"kenya_nation","15","","29","---MED",-7.2,"MED","36.81667","http://www.nation.co.ke/business/Pensions-raise-stockholding-as-Nairobi-bourse-recovers/996-4207218-a22woj/index.html"
"314","152","","11","","CMR","2017","5a1e62baff261b0ab18aa24d_6","---GOV","20171129","GOV","5.88737","","Bali North-West Region",4,"sfgate_world","15","MIL;COP","29","---GOVMILCOP",-7.2,"GOV","10.01176","http://www.sfgate.com/news/science/article/Bali-airport-to-reopen-but-volcano-still-spewing-12390962.php"
"315","152","","11","","CMR","2017","5a1e62c3ff261b0ab58aa24f_6","---GOV","20171129","GOV","5.88737","","Bali North-West Region",4,"ocregister_ap","15","MIL;COP","29","---GOVMILCOP",-7.2,"GOV","10.01176","http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-29-AS--Indonesia-Bali%20Volcano/id-61015041070e4300a2a9153ef84b5508"
"316","152","","11","","CMR","2017","5a1e62d3ff261b0ac38aa261_6","---GOV","20171129","GOV","5.88737","","Bali North-West Region",4,"minnstartrib_world","15","MIL;COP","29","---GOVMILCOP",-7.2,"GOV","10.01176","http://www.startribune.com/world/460700603.html"
"317","152","","11","","CMR","2017","5a1e6776ff261b12ae8aa258_6","---GOV","20171129","GOV","5.88737","","Bali North-West Region",4,"nzherald_world","15","MIL;COP","29","---GOVMILCOP",-7.2,"GOV","10.01176","http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11949945&ref=rss"
"318","152","","11","","CMR","2017","5a1e70cdff261b226d8aa24d_6","---GOV","20171129","GOV","5.88737","","Bali North-West Region",4,"cbs_world","15","MIL;COP","29","---GOVMILCOP",-7.2,"GOV","10.01176","http://www.cbsnews.com/news/bali-volcano-mount-agung-international-airport-reopens/"
"319","150","","11","USA","USA","2017","5a1e70d3ff261b22558aa251_1","---COP","20171129","COP","35.50069",""," North Carolina",4,"wn_politics","15","","29","USACVL",-7.2,"CVL","-80.00032","https://article.wn.com/view/2017/11/29/Search_underway_for_missing_North_Carolina_child/"
"320","150","","11","USA","USA","2017","5a1e7a48ff261b32248aa264_1","---COP","20171129","COP","35.50069",""," North Carolina",4,"wn_politics","15","","29","USACVL",-7.2,"CVL","-80.00032","https://article.wn.com/view/2017/11/29/Search_underway_for_missing_North_Carolina_child_iw/"
"321","150","","11","USA","","2017","5a1e884eff261b4aee8aa258_1","---GOV","20171129","GOV","",""," ",4,"wn_politics","15","LEG","29","USAGOVLEG",-7.2,"GOV","","https://article.wn.com/view/2017/11/29/Facing_tax_vote_in_Senate_Trump_seizes_on_cultural_fights_5/"
"322","152","","11","","","2017","5a1e9662ff261b624a8aa257_6","---GOV","20171129","GOV","",""," ",4,"phil_inquirer","15","MIL;COP","29","---GOVMILCOP",-7.2,"GOV","","http://newsinfo.inquirer.net/948585/mount-agung-eruption-bali-airport-reopens"
"323","150","USA","11","USA","USA","2017","5a1eadcfff261b0bca8aa253_1","USAGOV","20171129","GOV","34.75405","","Jacksonville North Carolina",4,"minnstartrib_national","15","","29","USACVL",-7.2,"CVL","-77.43024","http://www.startribune.com/nation/460741673.html"
"324","150","USA","11","USA","USA","2017","5a1eca13ff261b3b438aa279_1","USA","20171129","","34.75405","","Jacksonville North Carolina",4,"wn_world","15","","29","USACVL",-7.2,"CVL","-77.43024","https://article.wn.com/view/2017/11/29/Search_underway_for_missing_North_Carolina_child_4/"
"325","150","LBY","11","FRA","LBY","2017","5a1ed80dff261b53538aa267_3","LBYCVL","20171129","CVL","28","","Libya ",4,"wn_mideast","15","","29","FRA",-7.2,"","17","https://article.wn.com/view/2017/11/29/Human_Rights_Watch_condemns_summary_executions_in_eastern_Li/"
"326","152","","11","","","2017","5a1ee158ff261b630a8aa257_5","---GOV","20171129","GOV","",""," ",4,"toronto_star_world","15","MIL;COP","29","---GOVMILCOP",-7.2,"GOV","","https://www.thestar.com/news/world/2017/11/29/bali-airport-reopens-for-now-as-volcanic-ash-moves-south-of-mount-agung.html"
"327","150","USA","11","USA","USA","2017","5a1ee179ff261b63128aa271_1","USA","20171129","","34.75405","","Jacksonville North Carolina",4,"wn_world","15","","29","USACVL",-7.2,"CVL","-77.43024","https://article.wn.com/view/2017/11/29/Search_underway_for_missing_North_Carolina_child_q/"
"328","150","","11","USA","USA","2017","5a1eef6bff261b7a948aa259_1","---COPGOV","20171129","COP","44.25029","GOV"," Michigan",4,"wn_politics","15","","29","USA",-7.2,"","-85.50033","https://article.wn.com/view/2017/11/29/Michigan_police_firefighters_rally_over_pending_legislation/"
"329","150","","11","USA","USA","2017","5a1ef411ff261b037f8aa251_1","---COPGOV","20171129","COP","44.25029","GOV"," Michigan",4,"wn_politics","15","","29","USA",-7.2,"","-85.50033","https://article.wn.com/view/2017/11/29/Michigan_police_firefighters_rally_over_pending_legislation_d/"
"330","150","","11","USA","USA","2017","5a1efda1ff261b13518aa277_1","---COPGOV","20171129","COP","44.25029","GOV"," Michigan",4,"wn_politics","15","","29","USA",-7.2,"","-85.50033","https://article.wn.com/view/2017/11/29/Michigan_police_firefighters_rally_over_pending_legislation_6/"
"331","154","USA","11","UKR","UKR","2017","5a1f0ba1ff261b2afd8aa26a_3","USA","20171129","","48.56705","","Luhansk Luhans’ka Oblast’",4,"wn_world","15","","29","UKR",-7.2,"","39.31706","https://article.wn.com/view/2017/11/29/Ukraine_rebels_to_release_war_captives_3x/"
"332","154","USA","11","UKR","UKR","2017","5a1f14e2ff261b3b4e8aa253_3","USA","20171129","","48.56705","","Luhansk Luhans’ka Oblast’",4,"wn_world","15","","29","UKR",-7.2,"","39.31706","https://article.wn.com/view/2017/11/29/Ukraine_rebels_to_release_war_captives_fx/"
"333","150","PRK","11","USA","PRK","2017","5a1f22e9ff261b53308aa24d_2","PRK","20171129","","39.03385","","Pyongyang Pyongyang",4,"sfgate_world","15","","29","USAGOV",-7.2,"GOV","125.75432","http://www.sfgate.com/world/article/North-Korea-may-declare-victory-turn-to-12392872.php"
"334","150","PRK","11","PRK","PRK","2017","5a1fa635ff261b328c8aa255_1","PRK","20171130","","39.03385","","Pyongyang Pyongyang",4,"wn_politics","15","","30","PRK",-7.2,"","125.75432","https://article.wn.com/view/2017/11/30/North_Korean_Arms_Trade_Among_Loopholes_UN_Struggling_to_Clo/"
"335","152","","11","","","2017","5a1fd51eff261b03698aa257_6","---GOV","20171130","GOV","",""," ",4,"southaf_iol_pretoria","15","MIL;COP","30","---GOVMILCOP",-7.2,"GOV","","https://www.iol.co.za/pretoria-news/bali-airport-opens-again-after-eruption-12205860"
"336","154","","11","","","2017","5a1fff4cff261b4bad8aa256_6","---MIL","20171130","MIL","",""," ",4,"india_zee_seasia","15","","30","---MIL",-7.2,"MIL","","http://zeenews.india.com/asia/at-least-seven-killed-by-storm-in-sri-lanka-2061712.html"
"337","150","HKG","11","KOR","KOR","2017","5a2008a8ff261b5b498aa256_3","HKG","20171130","","37.566","","Seoul ",4,"wn_world","15","","30","KOR",-7.2,"","126.9784","https://article.wn.com/view/2017/11/30/As_N_Korea_Fires_Missile_Trump_Brings_Up_Little_Rocket_Man_A/"
"338","150","USA","11","","USA","2017","5a2008cbff261b5b348aa273_1","USA","20171130","","44.25029",""," Michigan",4,"wn_politics","15","LEG","30","---LEG",-7.2,"","-85.50033","https://article.wn.com/view/2017/11/30/Conyers_family_rallies_behind_him_amid_harassment_claims/"
"339","150","CYP","11","LBN","CYP","2017","5a20297dff261b137d8aa257_5","CYP","20171130","","35","","Republic of Cyprus ",4,"ocregister_ap","15","","30","LBN",-7.2,"","33","http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-30-EU--Cyprus-Lebanon/id-dde1209f869a48d5abc5c92183bc95e3"
"340","150","CYP","11","LBN","CYP","2017","5a20298aff261b13838aa262_5","CYP","20171130","","35","","Republic of Cyprus ",4,"minnstartrib_world","15","","30","LBN",-7.2,"","33","http://www.startribune.com/world/461032363.html"
"341","150","CYP","11","LBN","CYP","2017","5a202e27ff261b1b438aa256_5","CYP","20171130","","35","","Republic of Cyprus ",4,"nzherald_world","15","","30","LBN",-7.2,"","33","http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11950890&ref=rss"
"342","150","CYP","11","LBN","CYP","2017","5a202e27ff261b1b5f8aa252_5","CYP","20171130","","35","","Republic of Cyprus ",4,"ocregister_ap","15","","30","LBN",-7.2,"","33","http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-30-EU--Cyprus-Lebanon/id-55d68d24392c40368d19a95d2f173909"
"343","150","","11","USA","USA","2017","5a206b47ff261b04168aa279_2","---GOV","20171130","GOV","41.36199","","Port Mitchell ",4,"wn_politics","15","","30","USA",-7.2,"","-85.43887","https://article.wn.com/view/2017/11/30/Bills_proposed_to_address_underfunded_pension_health_plans_l/"
"344","150","","11","USA","DEU","2017","5a20793fff261b1bed8aa269_5","---GOV","20171130","GOV","52.28953","","Minden ",4,"wn_world","15","LEG","30","USAGOVLEG",-7.2,"GOV","8.91455","https://article.wn.com/view/2017/11/30/GOP_pressing_plan_to_avert_government_shutdown_on_Dec_8_e/"
